"longitude","latitude","time","value"
-72.375,-38.375,12784,5.30976247787476
-72.125,-38.375,12784,5.10862255096436
-71.875,-38.375,12784,6.2022123336792
-71.625,-38.375,12784,7.08569383621216
-71.375,-38.375,12784,5.45949745178223
-71.125,-38.375,12784,4.99976921081543
-70.875,-38.375,12784,5.45824813842773
-70.625,-38.375,12784,0.907704174518585
-58.875,-38.375,12784,1.56210064888
-58.625,-38.375,12784,3.10069680213928
-58.375,-38.375,12784,2.82041144371033
-58.125,-38.375,12784,2.72106719017029
-57.875,-38.375,12784,2.66644906997681
178.375,-38.375,12784,1.92487001419067
-72.375,-38.125,12784,5.43453502655029
-72.125,-38.125,12784,5.19499015808105
-71.875,-38.125,12784,6.41400814056396
-71.625,-38.125,12784,6.76972055435181
-71.375,-38.125,12784,6.07448196411133
-71.125,-38.125,12784,5.54153442382812
-70.875,-38.125,12784,5.66183042526245
-70.625,-38.125,12784,1.13223648071289
-58.875,-38.125,12784,1.0455549955368
-58.625,-38.125,12784,2.24448585510254
-58.375,-38.125,12784,2.64795112609863
-58.125,-38.125,12784,2.48994922637939
-57.875,-38.125,12784,0.653712689876556
178.125,-38.125,12784,1.34180986881256
178.375,-38.125,12784,3.53167080879211
-72.375,-37.875,12784,5.23796939849854
-72.125,-37.875,12784,5.35487604141235
-71.875,-37.875,12784,6.55468797683716
-71.625,-37.875,12784,6.41463565826416
-71.375,-37.875,12784,6.69882154464722
-71.125,-37.875,12784,6.40633058547974
-70.875,-37.875,12784,3.71474862098694
-70.625,-37.875,12784,0.184344694018364
-58.375,-37.875,12784,0.171398818492889
178.375,-37.875,12784,2.17269444465637
-72.375,-37.625,12784,3.21245503425598
-72.125,-37.625,12784,4.63904190063477
-71.875,-37.625,12784,5.0203104019165
-71.625,-37.625,12784,5.75561571121216
-71.375,-37.625,12784,6.09531259536743
-71.125,-37.625,12784,4.38177537918091
-70.875,-37.625,12784,1.72774815559387
-70.625,-37.625,12784,0.333282351493835
-59.625,-37.625,12784,0.0574549064040184
140.375,-37.625,12784,0.165410190820694
-72.375,-37.375,12784,3.41008758544922
-72.125,-37.375,12784,5.26677560806274
-71.875,-37.375,12784,4.2983832359314
-71.625,-37.375,12784,1.84668493270874
-71.375,-37.375,12784,6.36045265197754
-71.125,-37.375,12784,4.73346757888794
-70.875,-37.375,12784,2.04848718643188
-70.625,-37.375,12784,0.336464613676071
-70.375,-37.375,12784,0.516324937343597
-70.125,-37.375,12784,0.0824085250496864
139.875,-37.375,12784,3.50451159477234
140.375,-37.375,12784,0.177039980888367
-72.375,-37.125,12784,1.08660852909088
-72.125,-37.125,12784,4.71747589111328
-71.875,-37.125,12784,4.5991849899292
-71.625,-37.125,12784,4.40661573410034
-71.375,-37.125,12784,5.91557884216309
-71.125,-37.125,12784,5.47757005691528
-70.875,-37.125,12784,5.19743156433105
-70.625,-37.125,12784,1.73580694198608
-70.375,-37.125,12784,2.6828818321228
-70.125,-37.125,12784,1.33596432209015
-69.875,-37.125,12784,1.0069568157196
-60.875,-37.125,12784,1.10607373714447
-60.625,-37.125,12784,1.37547302246094
-60.375,-37.125,12784,0.667607724666595
